COMMON,,NO_SESSIONS_SCHEDULED,No sessions scheduled,कोणतीही सत्रे निर्धारित नाहीत,कोई सत्र निर्धारित नहीं है,କୌଣସି ସେସନ୍ ନିର୍ଦ୍ଧାରିତ ନାହିଁ,సెషన్స్ షెడ్యూల్ చేయబడలేదు,ಯಾವುದೇ ಅವಧಿಗಳನ್ನು ನಿಗದಿಪಡಿಸಲಾಗಿಲ್ಲ.,எந்த அமர்வுகளும் திட்டமிடப்படவில்லை.,કોઈ સત્રો શેડ્યૂલ કરેલ નથી,کوئی سیشنز شیڈول نہیں کیے گئے
COMMON,,TO_BE_TAUGHT,What is going to be taught:,काय शिकवले जाणार आहे:,क्या सिखाया जाएगा:,କଣ ପାଠାଯିବ:,ఏమి బోధించబోతున్నారు:,ಏನು ಕಲಿಸಲಾಗುವುದು:,என்ன கற்பிக்கப்பட உள்ளது:,શું શીખવવામાં આવશે:,کیا پڑھایا جائے گا:
COMMON,,SELECT_TOPIC,"Select Topic, Sub-topic","विषय, उपविषय निवडा","विषय, उप-विषय चुनें","ବିଷୟ, ଉପବିଷୟ ଚୟନ କରନ୍ତୁ","టాపిక్, సబ్-టాపిక్‌ను ఎంచుకోండి","ವಿಷಯ, ಉಪ-ವಿಷಯವನ್ನು ಆಯ್ಕೆಮಾಡಿ","தலைப்பு, துணைத் தலைப்பை தேர்ந்தெடு","વિષય, ઉપ-વિષય પસંદ કરો",موضوع، ذیلی موضوع منتخب کریں
COMMON,,PAGE_NOT_FOUND,Page not found,पृष्ठ सापडले नाही,पृष्ठ नहीं मिला,ପୃଷ୍ଠା ଖୋଜିପାରିବ ନହିଁ,పేజీ కనుగొనబడలేదు,ಪುಟ ಕಂಡುಬಂದಿಲ್ಲ.,பக்கம் கிடைக்கவில்லை.,પેઝ મળ્યું નથી,صفحہ نظر نہیں آرہا
COMMON,,ACCESS_DENIED,Access Denied,प्रवेश नाकारला,अनुमति नहीं है,ପ୍ରବେଶ ନିଷେଧ,ప్రాప్యత నిరాకరించబడింది,ಪ್ರವೇಶ ನಿರಾಕರಿಸಲಾಗಿದೆ,அணுகல் மறுக்கப்பட்டது,ઍક્સેસ નકારી,رسائی مسترد
COMMON,,YOU_DONT_HAVE_PERMISSION_TO_ACCESS_THIS_PAGE,You don't have access to this page,आपल्याला या पृष्ठाचा प्रवेश नाही,आपको इस पेज की अनुमति नहीं है,ଆପଣଙ୍କୁ ଏହି ପୃଷ୍ଠା ପ୍ରବେଶ କରିବା ଅଧିକାର ନାହି,ఈ పేజీకి మీకు ప్రాప్యత లేదు,ಈ ಪುಟಕ್ಕೆ ನಿಮಗೆ ಪ್ರವೇಶವಿಲ್ಲ.,இந்தப் பக்கத்தை அணுக உங்களுக்கு அனுமதி இல்லை,તમારી પાસે આ પેઝ ની ઍક્સેસ નથી,آپ کو اس صفحہ کی اجازت حاصل نہیں ہے
COMMON,,NEW_LEARNER,New Learner,नवीन शिकणारा,नया लर्नर,ନୂତନ ଶିକ୍ଷାର୍ଥୀ,కొత్త అభ్యాసకుడు,ಹೊಸದಾಗಿ ಕಲಿಯುವವರು,புதிய மாணவர்,નવું લર્નર,نیا طالب علم
COMMON,,EDIT_LEARNER,Edit Learner,विद्यार्थी संपादित करा,लर्नर जानकारी सुधारें,ଶିକ୍ଷାର୍ଥୀ ସଂପାଦନ କରନ୍ତୁ,అభ్యాసకుడిని సవరించండి,ಕಲಿಯುವವರನ್ನು ಸಂಪಾದಿಸಿ,மாணவரின் தகவல்களை திருத்தவும்,લર્નરને સંપાદિત કરો,طالب علم میں ترمیم کریں
COMMON,,NEW_FACILITATOR,New Facilitator,नवीन मार्गदर्शक,नया फसिलिटेटर,ନୂତନ ଫେସିଲିଟର,కొత్త ఫెసిలిటేటర్,ಹೊಸ ಫೆಸಿಲಿಟೇಟರ್,புதிய பெசிலிடேட்டர்,નવું ફેસિલીટેટર,نیا فیسلیٹیٹر
COMMON,,EDIT_FACILITATOR,Edit Facilitator,समन्वयक संपादित करा,फसिलिटेटर जानकारी सुधारें,ଫ୍ୟାସିଲିଟେଟର୍‌କୁ ସମ୍ପାଦନ କରନ୍ତୁ,ఫెసిలిటేటర్‌ను సవరించండి,ಫೆಸಿಲಿಟೇಟರ್ ಅನ್ನು ಸಂಪಾದಿಸಿ,பெசிலிடேட்டர் தகவல்களை திருத்தவும்,ફેસિલિટેટર સંપાદિત કરો,فیسلیٹیٹر میں ترمیم کریں
COMMON,,SUBMIT,Submit,सादर करा,सबमिट करें,ଦାଖଲ କରନ୍ତୁ,సమర్పించండి,ಸಲ್ಲಿಸಿ,சமர்ப்பி,સબમિટ કરો,جمع کریں
COMMON,,FACILITATOR_ADDED_SUCCESSFULLY,Facilitator added successfully!,फॅसिलिटेटर यशस्वीरित्या जोडले!,फसिलिटेटर सफलतापूर्वक जोड़ा गया!,ଫ୍ୟାସିଲିଟେଟର୍ ସଫଳତାର ସହିତ ଯୋଡାଗଲେ,ఫెసిలిటేటర్ ప్రొఫైల్ విజయవంతంగా నవీకరించబడింది!,ಫೆಸಿಲಿಟೇಟರ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಸೇರಿಸಲಾಗಿದೆ!,பெசிலிடேட்டர் வெற்றிகரமாகச் சேர்க்கப்பட்டார்!,ફેસિલિટેટર સફળતાપૂર્વક ઉમેરાયા!,فیسلیٹیٹر کو کامیابی سے شامل کیا گیا!
COMMON,,LEARNER_UPDATED_SUCCESSFULLY,Learner profile updated successfully!,लर्नर प्रोफाइल यशस्वीरित्या अपडेट केले!,लर्नर प्रोफ़ाइल सफलतापूर्वक अपडेट की गई!,ଶିକ୍ଷାର୍ଥୀ  ପ୍ରୋଫାଇଲ୍ ସଫଳତାର ସହିତ ଅପଡେଟ୍ ହେଲା,అభ్యాసకుడి ప్రొఫైల్ విజయవంతంగా నవీకరించబడింది!,ಕಲಿಯುವವರ ಪ್ರೊಫೈಲ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನವೀಕರಿಸಲಾಗಿದೆ!,கற்றவர் விவரம் வெற்றிகரமாக புதுப்பிக்கப்பட்டது!,લર્નર પ્રોફાઇલ સફળતાપૂર્વક અપડેટ થઈ!,طالب علم پروفائل کوکامیابی سے اپ ڈیٹ کردیا گیا ہے!
COMMON,,FACILITATOR_UPDATED_SUCCESSFULLY,Facilitator profile updated successfully!,फॅसिलिटेटर प्रोफाइल यशस्वीरित्या अपडेट केले!,सुविधा प्रदाता प्रोफ़ाइल सफलतापूर्वक अपडेट किया गया!,ଫ୍ୟାସିଲିଟେଟର୍ ପ୍ରୋଫାଇଲ୍ ସଫଳତାର ସହିତ ଅପଡେଟ୍ ହେଲା,ఫెసిలిటేటర్ ప్రొఫైల్ విజయవంతంగా నవీకరించబడింది!,ಫೆಸಿಲಿಟೇಟರ್ ಪ್ರೊಫೈಲ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನವೀಕರಿಸಲಾಗಿದೆ!,பெசிலிடேட்டர் சுயவிவரம் வெற்றிகரமாக புதுப்பிக்கப்பட்டது!,ફેસિલિટેટર પ્રોફાઇલ સફળતાપૂર્વક અપડેટ થઈ!,فیسلیٹیٹر پروفائل کوکامیابی سے اپ ڈیٹ کردیا گیا ہے!
COMMON,,PLEASE_SELECT_THE_CENTER,Please select the center.,कृपया केंद्र निवडा,कृपया सेंटर चुनें,ଦୟାକରି କେନ୍ଦ୍ର ଚୟନ କରନ୍ତୁ,దయచేసి సెంటర్‌ను ఎంచుకోండి,ದಯವಿಟ್ಟು ಕೇಂದ್ರವನ್ನು ಆಯ್ಕೆಮಾಡಿ,தயவுசெய்து மையத்தைத் தேர்ந்தெடுக்கவும்,કૃપા કરીને કેન્દ્ર પસંદ કરો,براہ کرم سینٹر منتخب کریں
COMMON,,CREATE,Create,तयार करा,नया बनाएं,ସୃଷ୍ଟି କରନ୍ତୁ,సృష్టించండి,ರಚಿಸಿ,உருவாக்கவும்,બનાવો,بنائیں
COMMON,,OKAY,Okay,ठीक आहे,ठीक है,ଠିକ ଅଛି,సరే,ಸರಿ,சரி,ઓકે,ٹھیک ہے
COMMON,,HELD_EVERY_WEEK_ON,Held every week on {{days}},दर आठवड्याला {{days}} रोजी आयोजित,हर हफ्ते पर आयोजित होता है,ପ୍ରତି ସପ୍ତାହରେ {{ଦିନ}} ରେ ଅନୁଷ୍ଠିତ ହୁଏ,ప్రతి వారం {{days}} న నిర్వహించబడుతుంది,ಪ್ರತಿ ವಾರ {{ದಿನಗಳು}} ರಂದು ನಡೆಯಲಿದೆ,ஒவ்வொரு வாரமும் {{நாட்கள்}} அன்று நடைபெறும்.,દર અઠવાડિયે {{દિવસો}} ના રોજ યોજાય છે,( دن ) ہر ہفتے  کو منعقد ہوتا ہے
COMMON,,SESSION_SCHEDULED_SUCCESSFULLY,Session has been scheduled successfully!,सत्र यशस्वीपणे शेड्यूल केले गेले आहे!,सत्र सफलतापूर्वक निर्धारित कर दिया गया है!,ସେସନ୍ ସଫଳତାର ସହିତ ନିର୍ଦ୍ଧାରିତ  ହୋଇଛି!,సెషన్ విజయవంతంగా షెడ్యూల్ చేయబడింది!,ಸೆಶನ್ ವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನಿಗದಿಪಡಿಸಲಾಗಿದೆ!,அமர்வு வெற்றிகரமாக திட்டமிடப்பட்டது!,સત્ર સફળતાપૂર્વક સુનિશ્ચિત કરવામાં આવ્યું છે!,سیشن کامیابی سے شیڈول کیا گیا!
COMMON,,CENTER,Center,केंद्र,सेंटर,ସେଣ୍ଟର,సెంటర్,ಸೆಂಟರ್,மையம்,સેન્ટર,سنٹر
COMMON,,AND_COUNT_MORE,and {{count}} more,आणि {{count}} अधिक,और अधिक,ଏବଂ {{ଗଣନା}} ଅଧିକ,మరియు {{count}} మరిన్ని,ಮತ್ತು ಇನ್ನೂ {{count}},மற்றும் {{count}} மேலும்,અને {{count}} વધુ,(اور مزید( گنتی
COMMON,,RETURN_TO_LOGIN,Return to Login,लॉगिनवर परत जा,लॉगिन पेज पर वापस जाएं,ଲଗଇନ୍ କୁ ଫେରନ୍ତୁ,లాగిన్‌కి తిరిగి వెళ్లండి,ಲಾಗಿನ್‌ಗೆ ಹಿಂತಿರುಗಿ,உள்நுழைவிற்கு திரும்பவும்,લોગિન પર પાછા ફરો,لاگ ان پر واپس جائیں
COMMON,,NO_CENTER_FOUND,No Center found,कोणतेही केंद्र सापडले नाही,कोई सेंटर नहीं मिला,କିଛି ସେଣ୍ଟର ମିଳିଲା  ନାହିଁ,సెంటర్ కనుగొనబడలేదు,ಯಾವುದೇ ಕೇಂದ್ರ ಕಂಡುಬಂದಿಲ್ಲ。,எந்த மையமும் கிடைக்கவில்லை,કોઈ સેન્ટર મળ્યું નથી,کوئی سنٹر نہیں ملا
COMMON,,FILTER_BY,Filter By,फिल्टर करा,फ़िल्टर करें,ଫିଲ୍ଟର ଦ୍ବାରା,దీని ద్వారా ఫిల్టర్ చేయండి,ಫಿಲ್ಟರ್ ಮಾಡಿ,பில்டர் செய்,દ્વારા ફિલ્ટર કરો,فلٹر کے ذریعے
COMMON,,ALL,All,सर्व,सभी,ସମସ୍ତ,అన్నీ,ಎಲ್ಲವೂ,அனைத்தும்,બધા,سب
COMMON,,ACTIVE,Active,सक्रिय / चालू,सक्रिय,ସକ୍ରିୟ,యాక్టివ్,ಸಕ್ರಿಯ,ஆக்டிவ்,સક્રિય,متحرک
COMMON,,NA,N.A.,लागू नाही,लागू नहीं,ଲାଗୁ ହୋଇନାହିଁ ( N.A.),వర్తించదు (N.A),N.A.,எதுவுமில்லை,N.A.,این اے
COMMON,,SORT_BY_NAMES,Sort by Names,नावानुसार क्रमवारी लावा,नाम के अनुसार क्रमबद्ध करें,ନାମ ଅନୁଯାୟୀ ସର୍ଟ କରନ୍ତୁ,పేర్ల ద్వారా క్రమబద్ధీకరించండి,ಹೆಸರುಗಳ ಪ್ರಕಾರ ವಿಂಗಡಿಸಿ,பெயர்களின்படி வரிசைப்படுத்து,નામો દ્વારા સૉર્ટ કરો,ناموں کے ذریعے ترتیب دیں
COMMON,,INCORRECT_DATA_ENTRY,Incorrect Data Entry,चुकीची डेटा नोंद,गलत डाटा भरा गया,ଭୁଲ ତଥ୍ୟ ପ୍ରବେଶ,తప్పు డేటా ఎంట్రీ,ತಪ್ಪಾದ ಡೇಟಾ ನಮೂದು,தவறான தகவல் பதிவு,ખોટી ડેટા એન્ટ્રી,غلط ڈیٹا انٹری
COMMON,,DUPLICATED_USER,Duplicated User,डुप्लिकेट वापरकर्ता,उपयोगकर्ता पहले से मौजूद है,ନକଲ ବ୍ୟବହାରକାରୀ,నకిలీ వినియోగదారు,ನಕಲಿ ಬಳಕೆದಾರ,போலியான பயனர்,ડુપ્લિકેટ યુઝર,ڈپلیکیٹ صارف
COMMON,,RESIGNATION,Resignation,राजीनामा,इस्तीफ़ा दे दिया,ପଦତ୍ୟାଗ,రాజీనామా,ರಾಜೀನಾಮೆ,பணிவிலகல்,રાજીનામું,استعفیٰ
COMMON,,SUPPORT_REQUEST,Support Request,समर्थन विनंती,सपोर्ट रिक्वेस्ट,ସମର୍ଥନ ଅନୁରୋଧ,మద్దతు అభ్యర్థన,ಬೆಂಬಲ ಕೋರಿಕೆ,உதவி கோரிக்கை,આધાર વિનંતી,مدد کی درخواست
COMMON,,WE_ARE_HERE_TO_HELP,We’re Here to Help,आम्ही तुमच्या मदतीसाठी येथे आहोत,हम आपकी मदद के लिए यहाँ हैं,ଆମେ ଆପଣଙ୍କୁ ସାହାଯ୍ୟ କରିବା ପାଇଁ ଏଠାରେ ଅଛୁ,మేము సహాయం చేయడానికి ఇక్కడ ఉన్నాము,ನಾವು ನಿಮ್ಮ ಸಹಾಯಕ್ಕಾಗಿ ಇಲ್ಲಿದ್ದೇವೆ,உங்களுக்கு உதவ நாங்கள் இருக்கிறோம்,અમે તમારી મદદ માટે અહીં છીએ,ہم  مدد کے لیے موجود ہیں
COMMON,,SUBMIT_YOUR_REQUEST_FOR_ISSUES,Submit your request and let us assist you with any issues or concerns.,तुमची विनंती सादर करा आणि कोणत्याही समस्यांबाबत किंवा चिंतांबाबत आम्हाला तुमची मदत करू द्या.,"अपनी समस्या या सवाल भेजें, हम आपकी मदद करेंगे।",ଆପଣଙ୍କର ଅନୁରୋଧ ଦାଖଲ କରନ୍ତୁ ଏବଂ କୌଣସି ସମସ୍ୟା କିମ୍ବା ଚିନ୍ତାରେ ଆମକୁ ଆପଣଙ୍କୁ ସାହାଯ୍ୟ କରିବାକୁ ଦିଅନ୍ତୁ।,మీ అభ్యర్థనను సమర్పించండి మరియు ఏవైనా సమస్యలు లేదా ఆందోళనలతో మేము మీకు సహాయం చేస్తాము,ನಿಮ್ಮ ಕೋರಿಕೆಯನ್ನು ಸಲ್ಲಿಸಿ ಮತ್ತು ಯಾವುದೇ ಸಮಸ್ಯೆ ಅಥವಾ ಕಾಳಜಿಯಲ್ಲಿ ನಮಗೆ ನಿಮಗೆ ಸಹಾಯ ಮಾಡಲು ಅವಕಾಶ ನೀಡಿ。,உங்கள் கோரிக்கையை சமர்ப்பிக்கவும் உங்கள் கேள்விகள் மற்றும் சிக்கல்களுக்கு நாங்கள் உதவுவோம்,તમારી વિનંતી સબમિટ કરો અને અમને કોઈપણ સમસ્યા અથવા ચિંતામાં તમારી સહાય કરવા દો.,اپنی درخواست جمع کریں اور ہمیں کسی بھی مسئلے یا تشویش میں آپ کی مدد کرنے دیں۔
COMMON,,INSTALL,Install Now,आता स्थापित करा,अभी इंस्टॉल करें,ଏବେ ସ୍ଥାପନ କରନ୍ତୁ,ఇప్పుడే ఇన్‌స్టాల్ చేయండి,ಈಗ ಸ್ಥಾಪಿಸಿ,இன்ஸ்டால் செய்யுங்கள்,હવે ઇન્સ્ટોલ કરો,ابھی انسٹال کریں
COMMON,,INSTALL_APP_MESSAGE,"For Easy Access, Install the App Now","सुलभ प्रवेशासाठी, आता अॅप स्थापित करा","आसान पहुँच के लिए, ऐप अभी इंस्टॉल करें","ସହଜ ପ୍ରବେଶ ପାଇଁ, ଏବେ ଆପ୍ ସ୍ଥାପନ କରନ୍ତୁ","సులభంగా యాక్సెస్ కోసం, యాప్‌ను ఇప్పుడే ఇన్‌స్టాల్ చేయండి","ಸುಲಭ ಪ್ರವೇಶಕ್ಕಾಗಿ, ಈಗ ಆಪ್ ಸ್ಥಾಪಿಸಿ","எளிதாக பயன்படுத்த, இப்போது அப்ளிகேஷனை இன்ஸ்டால் செய்யுங்கள்.","સરળ ઍક્સેસ માટે, હવે ઍપ ઇન્સ્ટોલ કરો",آسان رسائی کے لیے،ابھی ایپ انسٹال کریں
COMMON,,INSTALL_APP_DESCRIPTION,Get access to the Pratham Learning Management Portal (LMP) at your fingertips by installing on your device.,प्रथम लर्निंग मॅनेजमेंट पोर्टल (LMP) तुमच्या डिव्हाइसवर स्थापित करून तुमच्या बोटांवर मिळवा.,अपने डिवाइस पर ऐप इंस्टॉल करें और प्रथम लर्निंग पोर्टल (LMP) तक तुरंत पहुँच पाएं।,"ପ୍ରଥମ ଲର୍ଣ୍ଣିଂ ମ୍ୟାନେଜମେଣ୍ଟ ପୋର୍ଟାଲ (LMP) କୁ ଆପଣଙ୍କ ଆଙ୍ଗୁଳି ତଳେ ପାଆନ୍ତୁ, ଆପଣଙ୍କ ଡିଭାଇସରେ ସ୍ଥାପନ କରନ୍ତୁ ।",మీ పరికరంలో ఇన్‌స్టాల్ చేయడం ద్వారా ప్రథమ్ లెర్నింగ్ మేనేజ్‌మెంట్ పోర్టల్ (LMP)కి మీ వేలికొనల వద్ద ప్రాప్యత పొందండి.,ನಿಮ್ಮ ಡಿವೈಸ್‌ನಲ್ಲಿ ಸ್ಥಾಪಿಸುವ ಮೂಲಕ ಪ್ರಥಮ ಲರ್ನಿಂಗ್ ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್ ಪೋರ್ಟಲ್ (LMP) ಅನ್ನು ನಿಮ್ಮ ಬೆರಳತುದಿಯಲ್ಲಿ ಪಡೆಯಿರಿ।,"உங்கள் சாதனத்தில் இன்ஸ்டால் செய்து, பிரதம் லெர்னிங் மேனேஜ்மென்ட் போர்டல் (LMP) ஐ விரைவில் அணுகுங்கள்.",પ્રથમ લર્નિંગ મેનેજમેન્ટ પોર્ટલ (LMP) ને તમારા ડિવાઇસ પર ઇન્સ્ટોલ કરીને તમારી આંગળીના ટેરવે મેળવો.,پہلا لرننگ مینجمنٹ پورٹل (LMP) اپنی انگلیوں پر حاصل کریں، اپنے ڈیوائس پر انسٹال کرکے۔
COMMON,,RELOAD,Update Now,आता अद्यतनित करा,अभी अपडेट करें,ଏବେ ଅପଡେଟ କରନ୍ତୁ,ఇప్పుడే అప్‌డేట్ చేయండి,ಈಗ ನವೀಕರಿಸಿ,இப்போது அப்டேட் செய்.,હવે અપડેટ કરો,ابھی اپ ڈیٹ کریں
COMMON,,UPDATE_AVAILABLE,New Update Available!,नवीन अद्यतन उपलब्ध आहे!,नया अपडेट उपलब्ध है!,ନୂଆ ଅପଡେଟ ଉପଲବ୍ଧ!,కొత్త అప్‌డేట్ అందుబాటులో ఉంది!,ಹೊಸ ನವೀಕರಣ ಲಭ್ಯವಿದೆ!,புதிய அப்டேட் கிடைக்கிறது!,નવું અપડેટ ઉપલબ્ધ છે!,نیا اپ ڈیٹ دستیاب ہے!
COMMON,,RELOAD_TO_UPDATE,Get the latest features and improvements—update now to enjoy a smoother experience and stay up-to-date!,नवीनतम वैशिष्ट्ये आणि सुधारणांचा लाभ घेण्यासाठी आता अद्यतनित करा आणि एक सुरळीत अनुभव घ्या!,नए फीचर्स और सुधार पाने के लिए अभी अपडेट करें और बेहतर अनुभव लें!,ନବୀନତମ ସୁବିଧା ଏବଂ ଉନ୍ନତିଗୁଡ଼ିକର ଲାଭ ଉଠାଇବା ପାଇଁ ଏବେ ଅପଡେଟ କରନ୍ତୁ ଏବଂ ଏକ ସୁଗମ ଅନୁଭବର ଆନନ୍ଦ ନିଅନ୍ତୁ!,తాజా ఫీచర్లు మరియు మెరుగుదలలను పొందండి—సున్నితమైన అనుభవాన్ని ఆస్వాదించడానికి మరియు ఎప్పటికప్పుడు అప్‌డేట్‌గా ఉండటానికి ఇప్పుడే అప్‌డేట్ చేయండి!,ಇತ್ತೀಚಿನ ವೈಶಿಷ್ಟ್ಯಗಳು ಮತ್ತು ಸುಧಾರಣೆಗಳನ್ನು ಪಡೆಯಲು ಈಗ ನವೀಕರಿಸಿ ಮತ್ತು ಸುಗಮ ಅನುಭವವನ್ನು ಆನಂದಿಸಿ!,"சமீபத்திய அம்சங்கள் மற்றும் மேம்பாடுகளைப் பயன்படுத்த, இப்போது அப்டேட் செய்து தடையற்ற அனுபவத்தை அனுபவிக்கவும்!",નવીનતમ સુવિધાઓ અને સુધારાઓનો લાભ લેવા માટે હવે અપડેટ કરો અને સીમલેસ અનુભવનો આનંદ માણો!,تازہ ترین خصوصیات اور بہتریوں سے فائدہ اٹھانے کے لیے ابھی اپ ڈیٹ کریں اور ایک ہموار تجربے کا لطف اٹھائیں!
COMMON,,NO_ASSIGNED_BOARDS,No assigned Board for selected Center,निवडलेल्या केंद्रासाठी कोणतेही बोर्ड नियुक्त केलेले नाहीत,चुने गए सेंटर लिए कोई बोर्ड नहीं जोड़ा गया है,ମନୋନୀତ କେନ୍ଦ୍ର ପାଇଁ କୌଣସି ବୋର୍ଡ ନିୟୁକ୍ତ ହୋଇନାହିଁ,ఎంచుకున్న సెంటర్‌కు బోర్డు ఏదీ కేటాయించబడలేదు,ಆಯ್ಕೆಮಾಡಿದ ಕೇಂದ್ರಕ್ಕೆ ಯಾವುದೇ ಬೋರ್ಡ್‌ಗಳನ್ನು ನಿಯೋಜಿಸಲಾಗಿಲ್ಲ,தேர்ந்த மையத்திற்கு எந்த Board-லும் நியமிக்கப்பட்டில்லை.,પસંદ કરેલ કેન્દ્ર માટે કોઈ બોર્ડ નિયુક્ત નથી,منتخب کردہ سینٹر کے لیے کوئی بورڈ تفویض نہیں
COMMON,,YOU_HAVE_UNSAVED_CHANGES,You have unsaved changes. Are you sure you want to go back?,तुमच्याकडे न जतन केलेले बदल आहेत. तुम्हाला खरोखर मागे जायचे आहे का?,कुछ बदलाव सेव नहीं हुए हैं। क्या आप वाकई वापस जाना चाहते हैं?,"ଆପଣଙ୍କ ପାଖରେ ସଂରକ୍ଷିତ ହେବାର ଅପେକ୍ଷାରେ ପରିବର୍ତ୍ତନଗୁଡିକ ଅଛି। ଆପଣ ନିଶ୍ଚିତ କି, ପଛକୁ ଯିବାକୁ ଚାହାଁଛନ୍ତି?",మీరు సేవ్ చేయని మార్పులు చేశారు. మీరు వెనక్కి వెళ్లాలని ఖచ్చితంగా అనుకుంటున్నారా?,ನೀವು ಉಳಿಸದಿರುವ ಬದಲಾವಣೆಗಳನ್ನು ಹೊಂದಿದ್ದೀರಿ. ನೀವು ನಿಜವಾಗಿಯೂ ಹಿಂದಿರುಗಲು ಬಯಸುವಿರಾ?,உங்களிடம் சேமிக்கப்படாத மாற்றங்கள் உள்ளன. நீங்கள் பின்செல்ல விரும்புகிறீர்களா?,તમારી પાસે અસેવ કરેલા ફેરફારો છે. શું તમે ખરેખર પાછા જવા માંગો છો?,آپ کے پاس غیر محفوظ شدہ تبدیلیاں ہیں۔ کیا آپ واقعی واپس جانا چاہتے ہیں؟
COMMON,,ATTENDANCE_IS_USUALLY,Attendance is usually auto-marked after the first session of the day.,हजेरी सामान्यतः दिवसाच्या पहिल्या सत्रानंतर स्वयंचलितपणे चिन्हांकित केली जाते.,दिन के पहले सत्र के बाद उपस्थिति अपने-आप दर्ज हो जाती है।,ଉପସ୍ଥିତି ସାଧାରଣତଃ ଦିନର ପ୍ରଥମ ସେସନ ପରେ ସ୍ୱୟଂଚାଳିତ ଭାବେ ଚିହ୍ନିତ ହୁଏ।,రోజు మొదటి సెషన్ తర్వాత హాజరు సాధారణంగా ఆటో-మార్క్ చేయబడుతుంది.,ಹಾಜರಾತಿಯನ್ನು ಸಾಮಾನ್ಯವಾಗಿ ದಿನದ ಮೊದಲ ಸೆಷನ್‌ನ ನಂತರ ಸ್ವಯಂಚಾಲಿತವಾಗಿ ಗುರುತಿಸಲಾಗುತ್ತದೆ।,வருகை பொதுவாக நாளின் முதல் அமர்வுக்குப் பிறகு தானாகவே குறிக்கப்படுகிறது.,હાજરી સામાન્ય રીતે દિવસના પ્રથમ સત્ર પછી આપમેળે ચિહ્નિત થાય છે.,حاضری عام طور پر دن کے پہلے سیشن کے بعد خودکار طور پر نشان زد کی جاتی ہے۔
COMMON,,ARE_YOU_SURE_MANUALLY,Are you sure you want to mark attendance manually?,तुम्हाला खरोखर स्वहस्ते हजेरी चिन्हांकित करायची आहे का?,क्या आप वाकई उपस्थिति खुद से दर्ज करना चाहते हैं?,ଆପଣ ପ୍ରକୃତରେ ମାନୁଆଲ ଭାବେ ଉପସ୍ଥିତି ଚିହ୍ନିତ କରିବାକୁ ଚାହୁଁଛନ୍ତି କି?,మీరు మాన్యువల్‌గా హాజరును మార్క్ చేయాలనుకుంటున్నారా?,ನೀವು ನಿಜವಾಗಿಯೂ ಹಾಜರಾತಿಯನ್ನು ಕೈಯಾರೆ ಗುರುತಿಸಲು ಬಯಸುವಿರಾ?,வருகையை manual ஆக குறிக்க உறுதியாக இருக்கிறீர்களா?,શું તમે ખરેખર મેન્યુઅલી હાજરી ચિહ્નિત કરવા માંગો છો?,کیا آپ واقعی دستی طور پر حاضری نشان زد کرنا چاہتے ہیں؟
COMMON,,USE_MANUAL,"Use manual marking only for technical issues, sessions on other platforms, or if not conducted online.","तांत्रिक समस्यांसाठी, इतर प्लॅटफॉर्मवर सत्रांसाठी किंवा ऑनलाइन आयोजित नसल्यासच स्वहस्ते चिन्हांकन वापरा.",तकनीकी दिक्कत या ऑफ़लाइन क्लास होने पर ही खुद उपस्थिति दर्ज करें।,"ମାନୁଆଲ ମାର୍କିଂ କେବଳ ଟେକ୍ନିକାଲ ସମସ୍ୟା, ଅନ୍ୟ ପ୍ଲାଟଫର୍ମରେ ସେସନ, କିମ୍ବା ଅନଲାଇନରେ ଆୟୋଜିତ ନ ହେଲେ ବ୍ୟବହାର କରନ୍ତୁ।","సాంకేతిక సమస్యలు, లేదా ఇతర ప్లాట్‌ఫారమ్‌లలోని సెషన్ల కోసం లేదా ఆన్‌లైన్‌లో నిర్వహించబడకపోతే మాత్రమే మాన్యువల్ మార్కింగ్‌ను ఉపయోగించండి.","ತಾಂತ್ರಿಕ ಸಮಸ್ಯೆಗಳು, ಇತರ ಪ್ಲಾಟ್‌ಫಾರ್ಮ್‌ಗಳಲ್ಲಿ ಸೆಷನ್‌ಗಳು, ಅಥವಾ ಆನ್‌ಲೈನ್‌ನಲ್ಲಿ ನಡೆಯದಿದ್ದರೆ ಮಾತ್ರ ಕೈಯಾರೆ ಗುರುತಿಸುವಿಕೆಯನ್ನು ಬಳಸಿ।","தொழில்நுட்ப பிரச்சினைகள், வேறு platforms-ல் நடந்த செஷன்கள் அல்லது ஆன்லைனில் நடைபெறாதவை மட்டுமே manual marking பயன்படுத்தவும்.","મેન્યુઅલ માર્કિંગનો ઉપયોગ ફક્ત ટેકનિકલ સમસ્યાઓ, અન્ય પ્લેટફોર્મ પર સત્રો, અથવા ઓનલાઇન ન યોજાયેલ હોય ત્યારે જ કરો.",دستی نشان دہی کا استعمال صرف تکنیکی مسائل، دیگر پلیٹ فارمز پر سیشنز، یا آن لائن منعقد نہ ہونے کی صورت میں کریں۔
