Module,Submodule,Key,English,Marathi,Hindi,Odiya,Telugu,Kannada,Tamil,Gujarati,Urdu,,
LEARNER_APP,COMMON,YOU_HAVE_UNSAVED_CHANGES,You have unsaved changes. Are you sure you want to go back?,तुमचे बदल सेव्ह झालेले नाहीत. तुम्ही नक्की मागे जाऊ इच्छिता का?,बदलाव सहेजे नहीं गए हैं। क्या आप वाकई वापस जाना चाहते हैं?,"ତୁମେ କିଛି ପରିବର୍ତ୍ତନ କରିଛ, କିନ୍ତୁ ସେଗୁଡ଼ିକୁ ସେଭ୍‌ କରିନାହା। ତୁମେ ପଛକୁ ଯିବାକୁ ଚାହୁଁଛ କି ?",మీరు సేవ్ చేయని మార్పులు ఉన్నాయి. మీరు నిజంగా వెనక్కి వెళ్లాలనుకుంటున్నారా?,ನಿಮ್ಮ ಬಳಿ ಸುರಕ್ಷಿತ (unsaved) ಬದಲಾವಣೆಗಳಿವೆ. ಹಿಂತಿರುಗಲು ಖಚಿತವಾಗಿ ಬಯಸುತ್ತೀರಾ?,நீங்கள் சேமிக்கப்படாத மாற்றங்களை வைத்திருக்கிறீர்கள். பின்செல்ல விரும்புகிறீர்களா?,તમારા પાસેથી સેવ ન થયેલા બદલાવ છે. શું તમે ખરેખર પાછા જવા ઈચ્છો છો?,"آپ نے ترمیم کو محفوظ نہیں کیا بے تو کیا آپ واقعی، واپس جانا چاہتے ہو؟
",,
LEARNER_APP,COMMON,SUBMIT,Submit,सबमिट करा,सबमिट करें,ସବମିଟ କରନ୍ତୁ,సమర్పించు,ಸಲ್ಲಿಸಿ,சமர்ப்பி,સબમિટ કરો,جمع کروائیں۔,,
LEARNER_APP,COMMON,CLOSE,Close,बंद करा,बंद करें,କ୍ଲୋଜ କରନ୍ତୁ ,మూసివేయి,ಮುಚ್ಚಿ,மூடு,બંધ કરો,بند کریں,,
LEARNER_APP,COMMON,CANCEL,Cancel,रद्द करा,रद्द करें,କେନସିଲ କରନ୍ତୁ ,రద్దు చేయి,ರದ್ದು ಮಾಡಿ,ரத்து செய்,રદ કરો,منسوخ کریں۔,,
LEARNER_APP,COMMON,OK,OK,ठीक आहे,ठीक है,ଠିକ ଅଛି,సరే,ಸರೀ,சரி,બરાબર,ٹھیک ہے,,
LEARNER_APP,COMMON,INPROGRESS,In-Progress,चालू,प्रगति पर,ଚାଲୁଛି,పురోగతిలో,ಪ್ರಗತಿಯಲ್ಲಿ,நடந்து கொண்டிருக்கிறது,ચાલૂ છે,جاری ہے۔,,
LEARNER_APP,COMMON,LOADING,Loading..,लोड करत आहे,लोड हो रहा है,ଲୋଡ଼ ହେଉଛି,లోడింగ్...,ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿದೆ,ஏற்றுகிறது..,લોડ થઈ રહ્યું છે,لوڈ ہو رہا ہے...,,
LEARNER_APP,COMMON,SKILLING_CENTERS,Skilling Centers,कौशल्य केंद्रे,कौशल केंद्र,ସ୍କିଲିଙ୍ଗ ସେଣ୍ଟର ,నైపుణ్య కేంద్రాలు,ಕೌಶಲ್ಯ ಕೇಂದ್ರಗಳು,ஸ்கில்லிங் சென்டர்கள்,કૌશલ્ય કેન્દ્રો,ہنر مندی کے مراکز,,
LEARNER_APP,COMMON,HOME,Home,घर,घर,ଘର,ఇల్లు ,ಮರಳಿ ಪ್ರಥಮ ಪುಟಕ್ಕೆ,முகப்புப் பக்கம்,ઘર,گھر,,
LEARNER_APP,COMMON,KNOWLEDGE_BANK,Knowledge Bank,ज्ञान बँक,ज्ञान बैंक,ନଲେଜ ବ୍ୟାଙ୍କ ,నాలెడ్జ్ బ్యాంక్,ಜ್ಞಾನ ಬ್ಯಾಂಕ್,அறிவு வங்கி,નોલેજ બેંક,"معلومات کا خزانہ
",,
LEARNER_APP,COMMON,REACHOUT_TO_MENTOR,Reach out to your mentor,तुमच्या मेंटर  बरोबर  संपर्क साधा,अपने मेंटर से संपर्क करें,ଆପଣଙ୍କ ମେନ୍ଟରଙ୍କ  ସହିତ ଯୋଗାଯୋଗ କରନ୍ତୁ,మీ మెంటర్‌ను సంప్రదించండి,ನಿಮ್ಮ ಮಾರ್ಗದರ್ಶಕರನ್ನು ಸಂಪರ್ಕಿಸಿ,உங்கள் வழிகாட்டியைத் தொடர்பு கொள்ளுங்கள்,તમારા મેંટરનો સંપર્ક કરો,اپنے سرپرست سے رابطہ کریں۔,,
LEARNER_APP,COURSE,COMPLETED_ON,Completed on,पूर्ण झाले,पूरा हुआ,ସମ୍ପୂର୍ଣ୍ଣ ହେଲା,పూర్తయింది,ಪೂರ್ಣಗೊಂಡಿತು,முடிந்த தேதி,પૂર્ણ થયું,وقت پر مکمل ہوا۔,,
LEARNER_APP,COURSE,STARTED_ON,Started on,सुरू झाले,शुरू हुआ,ଆରମ୍ଭ ହେଲା,ప్రారంభించిన తేదీ,ಪ್ರಾರಂಭಗೊಂಡಿದೆ,தொடங்கிய தேதி,શરૂ થયું,وقت پر شروع ہوا۔,,
LEARNER_APP,COURSE,GET_STARTED,Get Started with L1 Courses,L1 अभ्यासक्रम सुरू करा,L1 पाठ्यक्रम शुरू करें,L1 ପାଠ୍ୟକ୍ରମ ଆରମ୍ଭ କରନ୍ତୁ,L1 కోర్సులతో ప్రారంభించండి,L1 ಕೋರ್ಸು ಪ್ರಾರಂಭಿಸಿ ,L1 படிப்புகளுடன் தொடங்குங்கள்,L1 કોર્સ શરૂ કરો,"L1 کورسز سے شروع کریں۔
",,
LEARNER_APP,COURSE,GET_STARTED_CLUB_COURSES,Get Started with Camp to Club Courses/Contents,कॅम्प टू क्लब अभ्यासक्रम/सामग्रीसह सुरुवात करा,कैंप टू क्लब कोर्स/सामग्री के साथ शुरुआत करें,କ୍ୟାମ୍ପ ଟୁ କ୍ଲବ ପାଠ୍ୟକ୍ରମ / ବିଷୟବସ୍ତୁ ସହିତ ଆରମ୍ଭ କରନ୍ତୁ,క్యాంప్ టు క్లబ్ కోర్సులు/విషయాలతో ప్రారంభించండి,ಶಿಬಿರದಿಂದ ಕ್ಲಬ್ ಕೋರ್ಸ್‌ಗಳು/ವಿಷಯಗಳೊಂದಿಗೆ ಪ್ರಾರಂಭಿಸಿ,கேம்ப் டு கிளப் பாடங்களைத் தொடங்குங்கள்,કેમ્પ ટુ ક્લબ અભ્યાસક્રમો/સામગ્રી સાથે શરૂઆત કરો,"کیمپ ٹو کلب کے کورسز/مواد کا آغاز کریں۔
",,
LEARNER_APP,COURSE,EXPLORE_MORE_COURSES,Explore More Courses,अधिक अभ्यासक्रम एक्सप्लोर करा,और भी कोर्स देखें,ଅଧିକ ପାଠ୍ୟକ୍ରମ ଏକ୍ସପ୍ଲୋର୍ କରନ୍ତୁ,మరిన్ని కోర్సులను అన్వేషించండి,ಹೆಚ್ಚಿನ ಕೋರ್ಸ್‌ಗಳನ್ನು ಅನ್ವೇಷಿಸಿ,மேலும் படிப்புகளை ஆராயுங்கள்,વધુ અભ્યાસક્રમો એક્સ્પ્લોર કરો,مزید کورسز دریافت کریں۔,,
LEARNER_APP,COURSE,EXPLORE_ADDITIONAL_RESOURCES,Explore Additional Resources & Materials,अतिरिक्त संसाधने आणि साहित्य एक्सप्लोर करा,अतिरिक्त संसाधन और सामग्री देखें,ଆଡ଼ିସ୍ନାଲ ଋଷିର୍ସ  ଏବଂ ବିଷୟବସ୍ତୁ  ଏକ୍ସପ୍ଲୋର୍ କରନ୍ତୁ,అదనపు వనరులు & సామగ్రిని అన్వేషించండి,ಹೆಚ್ಚುವರಿ ಸಂಪನ್ಮೂಲಗಳು ಮತ್ತು ಸಾಮಗ್ರಿಗಳನ್ನು ಅನ್ವೇಷಿಸಿ,கூடுதல் வளங்கள் & பொருட்களை ஆராயுங்கள்,વધારાના સંસાધનો અને સામગ્રી એક્સ્પ્લોર  કરો,اضافی وسائل اور مواد دریافت کریں۔,,
LEARNER_APP,COURSE,SECOND_CHANCE_REGISTRATION_MESSAGE,"Thank you for registering for the second chance program. Our team will get in touch with you soon. Till then, you can explore the courses available.","सेकंड चान्स कार्यक्रमासाठी नोंदणी केल्याबद्दल धन्यवाद. आमची टीम लवकरच तुमच्याशी संपर्क साधेल. तोपर्यंत, उपलब्ध अभ्यासक्रमांची माहिती तुम्ही पाहू शकता.","सेकंड चांस प्रोग्राम के लिए पंजीकरण करने के लिए धन्यवाद। हमारी टीम जल्द ही आपसे संपर्क करेगी। तब तक, आप उपलब्ध पाठ्यक्रमों के बारे में जानकारी प्राप्त कर सकते हैं।","ସେକେଣ୍ଡ ଚାନ୍ସ ପ୍ରୋଗ୍ରାମରେ  ପଞ୍ଜିକରଣ କରିଥିବା  ପାଇଁ ଧନ୍ୟବାଦ। ଆମର ଟିମ ଖୁବ୍ ଶୀଘ୍ର ଆପଣଙ୍କ ସହିତ ଯୋଗାଯୋଗ କରିବ। ସେପର୍ଯ୍ୟନ୍ତ, ଆପଣ ଉପଲବ୍ଧ ପାଠ୍ୟକ୍ରମଗୁଡ଼ିକ ଅନୁସନ୍ଧାନ କରିପାରିବେ।",సెకండ్ ఛాన్స్ ప్రోగ్రామ్‌కు నమోదు చేసుకున్నందుకు ధన్యవాదాలు. మా బృందం త్వరలో మీతో సంప్రదిస్తుంది. అంతవరకు అందుబాటులో ఉన్న కోర్సులను మీరు అన్వేషించవచ్చు.,"ಸೆಕಂಡ್ ಚಾನ್ಸ್  ಕಾರ್ಯಕ್ರಮಕ್ಕೆ ನೋಂದಾಯಿಸಿಕೊಂಡಿದ್ದಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು. ನಮ್ಮ ತಂಡವು ಶೀಘ್ರದಲ್ಲೇ ನಿಮ್ಮನ್ನು ಸಂಪರ್ಕಿಸುತ್ತದೆ. ಅಲ್ಲಿಯವರೆಗೆ, ನೀವು ಲಭ್ಯವಿರುವ ಕೋರ್ಸ್‌ಗಳನ್ನು ಅನ್ವೇಷಿಸಬಹುದು.","செகண்ட் சான்ஸ் திட்டத்தில் பதிவு செய்ததற்கு நன்றி. எங்கள் குழு விரைவில் உங்களைத் தொடர்புகொள்ளும். அதுவரை, கிடைக்கக்கூடிய பாடங்களைப் பார்வையிடலாம்.","સેકન્ડ ચાંસ કાર્યક્રમ માટે નોંધણી કરાવવા બદલ આભાર. અમારી ટીમ ટૂંક સમયમાં તમારો સંપર્ક કરશે. ત્યાં સુધી, તમે ઉપલબ્ધ કોર્સ કરી શકો છો.",سیکنڈ چانس کے پروگرام کے لیے اندراج کے لیے آپ کا شکریہ۔ ہماری ٹیم جلد ہی آپ سے رابطہ کرے گی۔ تب تک، آپ دستیاب کورسز کو تلاش کر سکتے ہیں۔,,
LEARNER_APP,COURSE,PLAYSTORE_DOWNLOAD_MESSAGE,You can download the app from {playStoreLink} to access your account also.,तुमच्या खात्यात प्रवेश करण्यासाठी तुम्ही {playStoreLink} येथून app डाउनलोड करू शकता.,आप अपने खाते तक पहुंचने के लिए {playStoreLink} से ऐप डाउनलोड कर सकते हैं।,ଆପଣ ଆପଣଙ୍କର ଆକାଉଣ୍ଟକୁ ଆକ୍ସେସ୍ କରିବା ପାଇଁ {ପ୍ଲେ ଷ୍ଟୋରରୁ } ଆପ୍ ଡାଉନଲୋଡ୍ କରିପାରିବେ।,మీ ఖాతాను యాక్సెస్ చేయడానికి {playStoreLink} నుండి యాప్‌ను డౌన్‌లోడ్ చేసుకోవచ్చు.,ನಿಮ್ಮ ಖಾತೆಯನ್ನು ಪ್ರವೇಶಿಸಲು ನೀವು {playStoreLink} ನಿಂದ ಅಪ್ಲಿಕೇಶನ್ ಅನ್ನು ಡೌನ್‌ಲೋಡ್ ಮಾಡಬಹುದು.,"உங்கள் கணக்கை அணுக, {playStoreLink} இலிருந்து செயலியைப் பதிவிறக்கம் செய்யலாம்.",તમે તમારા એકાઉન્ટને ઍક્સેસ કરવા માટે {playStoreLink} પરથી એપ્લિકેશન ડાઉનલોડ કરી શકો છો.,آپ اپنے اکاؤنٹ تک رسائی کے لیے {playStoreLink} سے ایپ ڈاؤن لوڈ کر سکتے ہیں۔,,
LEARNER_APP,COURSE,FILTER_BY,Filter by, फिल्टर करा,के अनुसार फ़िल्टर करें,ଫିଲ୍ଟର  କରନ୍ତୁ ,ఫిల్టర్ చేయండి, ಫಿಲ್ಟರ್ ಮಾಡಿ,வடிகட்டு,દ્વારા ફિલ્ટર કરો,کے لحاظ سے فلٹر کریں۔,,
LEARNER_APP,COURSE,CLEAR_FILTER,Clear Filter,फिल्टर काढा.,फ़िल्टर साफ़ करें,ଫିଲ୍ଟର କ୍ଲିୟର କରନ୍ତୁ ,ఫిల్టర్‌ను తొలగించు,ಫಿಲ್ಟರ್ ಕ್ಲಿಯರ್ ,வடிகட்டியை நீக்கு,ફિલ્ટર સાફ કરો,فلٹر صاف کریں۔,,
LEARNER_APP,COURSE,APPLY_FILTER,Apply Filter,फिल्टर लागू करा,फिल्टर लागू करें,ଫିଲ୍ଟର ଲଗାନ୍ତୁ,ఫిల్టర్ వర్తింపజేయి,ಫಿಲ್ಟರ್ ಅನ್ನು ಅನ್ವಯಿಸಿ,வடிகட்டியைப் பயன்படுத்து,ફિલ્ટર લાગુ કરો,فلٹر لگائیں۔,,
LEARNER_APP,COURSE,DONE,Done,पूर्ण झाले,पूरा हुआ,ସମ୍ପୂର୍ଣ୍ଣ,పూర్తయింది,ಮುಗಿದಿದೆ,முடிந்தது,પૂર્ણ,ہو گیا,,
LEARNER_APP,EXPLORE,EXPLORE_ADDITIONAL_COURSES,Explore Additional Courses,अतिरिक्त अभ्यासक्रम पाहा,अतिरिक्त पाठ्यक्रम देखें,ଆଡିସ୍ନାଲ  କୋର୍ସଗୁଡିକୁ ଏକ୍ସପ୍ଲୋର କରନ୍ତୁ ,అదనపు కోర్సులను అన్వేషించండి,ಹೆಚ್ಚಿನ ಕೋರ್ಸುಗಳನ್ನು ಅನ್ವೇಷಿಸಿ,கூடுதல் படிப்புகளை ஆராயுங்கள்,બીજા કોર્સ શોધો ,اضافی کورسز دریافت کریں۔,,
LEARNER_APP,HOME,WELCOME_TITLE,Welcome to Pratham myLearning!,Pratham myLearning मध्ये तुमचे स्वागत आहे!,Pratham myLearning में आपका स्वागत है!,Pratham myLearning କୁ ସ୍ବାଗତ!,ప్రథమ్ మైలెర్నింగ్‌కు స్వాగతం!,Pratham myLearningಗೆ ಸ್ವಾಗತ!,பிரதம் மைலேர்னிங்கிற்கு வரவேற்கிறோம்!,Pratham myLearning માં આપનું સ્વાગત છે!,پرتھم مائی لرننگ میں خوش آمدید!,,
LEARNER_APP,HOME,WELCOME_SUBTITLE,Your Learning Journey begins here,येथून तुमची शिकण्याची यात्रा सुरू होते,यहाँ से आपकी सीखने की यात्रा शुरू होती है,ଏଠାରୁ ଆପଣଙ୍କର ଶିକ୍ଷା ଯାତ୍ରା ଆରମ୍ଭ ହୁଏ,మీ లెర్నింగ్ జర్నీ ఇక్కడ ప్రారంభమవుతుంది,ಇಲ್ಲಿ ನಿಮ್ಮ ಕಲಿಕಾ ಪ್ರಯಾಣ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ,உங்கள் கற்றல் பயணம் இங்கு தொடங்குகிறது,અહીંથી તમારી શીખવાની સફર શરૂ થાય છે,آپ کا سیکھنے کا سفر یہاں سے شروع ہوتا ہے۔,,
LEARNER_APP,HOME,SIGN_UP_BUTTON,Sign Up for Program Now!,आता प्रोग्रामसाठी साइन अप करा.,अभी प्रोग्राम के लिए साइन अप करें!,ବର୍ତ୍ତମାନ ପ୍ରୋଗ୍ରାମ୍ ପାଇଁ ସାଇନ୍-ଅପ୍ କରନ୍ତୁ!,ఇప్పుడు ప్రోగ్రామ్ కోసం సైన్ అప్ చేయండి!,ಕಾರ್ಯಕ್ರಮಕ್ಕೆ ಈಗಲೇ ಸೈನ್ ಅಪ್ ಮಾಡಿ!,இப்போது திட்டத்தில் பதிவு செய்யுங்கள்!,હવે કાર્યક્રમ માટે સાઇન અપ કરો!,ابھی پروگرام کے لیے سائن اپ کریں!,,
LEARNER_APP,HOME,ALREADY_SIGNED_UP,Already signed up?,आधीच साइन अप केले आहे का?,पहले से साइन अप किया हुआ?,ପୂର୍ବରୁ ସାଇନ୍-ଅପ୍ ହୋଇଛି?,ఇప్పటికే సైన్ అప్ చేసారా?,ಈಗಾಗಲೇ ಸೈನ್ ಅಪ್ ಆಗಿದ್ದೀರಾ?,ஏற்கனவே பதிவு செய்துவிட்டீர்களா?,પહેલેથી સાઇન અપ કરેલ છે? ,لاگ ان کریں۔,,
LEARNER_APP,HOME,LOGIN_LINK,Click here to login,लॉगिन करण्यासाठी येथे क्लिक करा,लॉगिन के लिए यहाँ क्लिक करें,ଲଗିନ୍ ପାଇଁ ଏଠାକୁ କ୍ଲିକ୍ କରନ୍ତୁ,లాగిన్ చేయడానికి ఇక్కడ క్లిక్ చేయండి,ಲಾಗಿನ್ ಮಾಡಲು ಇಲ್ಲಿ ಕ್ಲಿಕ್ ಮಾಡಿ,உள்நுழைய இங்கே கிளிக் செய்யவும்,લોગિન કરવા અહીં ક્લિક કરો,لاگ ان کرنے کے لیے یہاں کلک کریں۔,,
LEARNER_APP,HOME,GET_THE_APP,Get the App,App मिळवा,एप्लिकेशन प्राप्त करें,ଆପ୍ ପାଆନ୍ତୁ,యాప్‌ను పొందండి,ಅಪ್ಲಿಕೇಶನ್‌ನ್ನು ಪಡೆಯಿರಿ,பயன்பாட்டைப் பெறு,એપ્લિકેશન મેળવો,ایپ حاصل کریں۔,,
LEARNER_APP,HOME,POINT_CAMERA,Point your phone camera here,तुमचा फोन कॅमेरा येथे ठेवा,अपना फोन कैमरा यहाँ रखें,ଆପଣଙ୍କର ଫୋନ୍ କ୍ୟାମେରା ଏଠାରେ ରଖନ୍ତୁ,మీ ఫోన్ కెమెరాను ఇక్కడ సూచించండి,ನಿಮ್ಮ ಫೋನ್ ಕ್ಯಾಮೆರಾವನ್ನು ಇಲ್ಲಿ ಇರಿಸಿ,உங்கள் தொலைபேசி கேமராவை இங்கே சுட்டிக்காட்டவும்,તમારો ફોન કેમેરા અહીં રાખો ,اپنے فون کیمرہ کو یہاں رکھیں,,
LEARNER_APP,HOME,OR,OR,किंवा,या,କିମ୍ବା,లేదా,ಅಥವಾ,அல்லது,અથવા,یا,,
LEARNER_APP,HOME,SEARCH_PLAYSTORE,"Search ""Pratham myLearning"" on Playstore","प्लेस्टोअरमध्ये ""Pratham myLearning"" शोधा","""Pratham myLearning"" को प्लेस्टोर पर खोजें","""Pratham myLearning""କୁ ପ୍ଲେସ୍ଟୋର୍ରେ ଖୋଜନ୍ତୁ","ప్లేస్టోర్‌లో ""ప్రథమ్ మైలెర్నింగ్"" శోధించండి","""Pratham myLearning"" ಅನ್ನು ಪ್ಲೇಸ್ಟೋರ್‌ನಲ್ಲಿ ಹುಡುಕಿ","Playstore இல் ""பிரதம் மைலேர்னிங்"" என தேடவும்","""Pratham myLearning"" પ્લેસ્ટોર પર શોધો","پلے اسٹور پر ""Pratham myLearning"" تلاش کریں۔",,
LEARNER_APP,HOME,ABOUT_PRATHAM_TITLE,About Pratham,Pratham बद्दल,Pratham के बारे में,ପ୍ରଥମ  ବିଷୟରେ,ప్రథమ్ గురించి,ಪ್ರಥಮ್ ಬಗ್ಗೆ,பிரதம் பற்றி,Pratham વિશે,پرتھم کے بارے میں,,
