LOGIN_PAGE,,CURRENT_PASSWORD_NOT,Current Password Not Matched,सध्याचा पासवर्ड जुळलेला नाही,वर्तमान पासवर्ड मेल नहीं खाता,ବର୍ତ୍ତମାନର  ପାସୱାର୍ଡ ମେଳ ଖାଉନାହିଁ,ప్రస్తుత పాస్‌వర్డ్ సరిపోలలేదు,ಪ್ರಸ್ತುತ ಪಾಸ್‌ವರ್ಡ್ ಹೊಂದಿಕೆಯಾಗುತ್ತಿಲ್ಲ,தற்போதைய கடவுச்சொல் பொருந்தவில்லை.,વર્તમાન પાસવર્ડ મેળ ખાતો નથી,موجودہ پاس ورڈ مماثل نہیں ہے۔
LOGIN_PAGE,,NO_USERNAME,Username not found,वापरकर्ता नाव सापडले नाही,उपयोगकर्ता नाम नहीं मिला,ୟୁଜରଙ୍କ  ନାମ ମିଳିଲା ନାହିଁ,యూజర్‌నేమ్ కనుగొనబడలేదు,ಯೂಸರ್ ಹೆಸರು ಕಂಡುಬಂದಿಲ್ಲ.,பயனர் பெயர் கிடைக்கவில்லை,વપરાશકર્તા નામ મળ્યું નથી,صارف نام نہیں ملا
LOGIN_PAGE,,PASSWORD_SAME_AS_OLD,Password same as old,पासवर्ड पूर्वीच्या पासवर्डसारखाच आहे,पासवर्ड पुराना पासवर्ड जैसा ही है,ପୁରୁଣା ପରି ପାସୱାର୍ଡ,పాస్‌వర్డ్ పాత దానిలాగే ఉంది,ಪಾಸ್‌ವರ್ಡ್ ಹಳೆದಂತೆಯೇ ಇದೆ,கடவுச்சொல் பழையது போலவே உள்ளது,પાસવર્ડ જુના જેવો જ,پاس ورڈ وہی پرانا ہے۔
DASHBOARD,,DASHBOARD,Dashboard,डॅशबोर्ड,डैशबोर्ड,ଦାଶବୋର୍ଡ,డాష్‌బోర్డ్,ಡ್ಯಾಶ್‌ಬೋರ್ಡ್,டாஷ்போர்டு,ડેશબોર્ડ,ڈیش بورڈ
DASHBOARD,,WORKSPACE,Workspace,कार्यक्षेत्र,कार्यस्थान,କାର୍ଯ୍ୟକ୍ଷେତ୍ର,వర్క్‌స్పేస్,ಕಾರ್ಯಸ್ಥಳ,பணியிடம்,વર્કસ્પેસ,کام کی جگہ
DASHBOARD,,DAY_WISE_ATTENDANCE,Day-Wise Attendance,दिवस-आधारित हजेरी,दिन-विशेष उपस्थिति,ଦିନ-ଅନୁସାରେ ଉପସ୍ଥିତି,రోజువారీ హాజరు,ದಿನನಿತ್ಯದ ಹಾಜರಾತಿ,நாள் வாரியான வருகை,દિવસ મુજબની હાજરી,دن کے حساب سے حاضری
DASHBOARD,,HISTORY,History,इतिहास,इतिहास,ଇତିହାସ,చరిత్ర,ಇತಿಹಾಸ,பழைய குறிப்புகள்,ઈતિહાસ,تاریخ
DASHBOARD,,MY_CLASSES,My Classes,माझे वर्ग,मेरी कक्षाएँ,ମୋର ଶ୍ରେଣୀ ଗୁଡିକ,నా తరగతులు,ನನ್ನ ತರಗತಿಗಳು,எனது வகுப்புகள்,મારા વર્ગો,میری کلاسز
DASHBOARD,,ADD_NEW_CLASS,Add New Class,नवीन वर्ग जोडा,नई कक्षा जोड़ें,ନୂତନ ଶ୍ରେଣୀ ଯୋଗ କର,కొత్త తరగతిని జోడించండి,ಹೊಸ ತರಗತಿಯನ್ನು ಸೇರಿಸಿ,புதிய வகுப்பைச் சேர்,નવા વર્ગો ઉમેરો,نئی کلاس شامل کریں۔
DASHBOARD,,NEW_REMOTE_CLASS,New Remote Class,नवीन दूरस्थ वर्ग,नई दूरस्थ कक्षा,ନୂତନ ରିମୋଟ କ୍ଳାସ,కొత్త రిమోట్ తరగతి,ಹೊಸ ರಿಮೋಟ್ ಕ್ಲಾಸ್,புதிய ரிமோட் வகுப்பு,નવો રિમોટ ક્લાસ,نئی ریموٹ کلاس
DASHBOARD,,NEW_PHYSICAL_CLASS,New Physical Class,नवीन शारीरिक वर्ग,नई शारीरिक कक्षा,ନୂତନ ଫିଜିକାଲ କ୍ଳାସ,కొత్త భౌతిక తరగతి,ಹೊಸ ದೈಹಿಕ ತರಗತಿ,புதிய நேரடி வகுப்பு,નવો ફીસીકલ વર્ગ,نئی فزیکل کلاس
DASHBOARD,,CLASS,Class,वर्ग,कक्षा,ଶ୍ରେଣୀ,తరగతి,ತರಗತಿ,வகுப்பு,ક્લાસ,کلاس (آخری پاس شدہ گریڈ)
DASHBOARD,,NOT_MARKED,Not Marked,चिन्हांकित नाही,नहीं चिह्नित,ଚିହ୍ନିତ କରାଯାଇ ନାହି,మార్క్ చేయబడలేదు,ಗುರುತಿಸಲಾಗಿಲ್ಲ,குறிக்கப்படவில்லை,ચિહ્નિત નથી,نشان زد نہیں
DASHBOARD,,FUTURE_DATE_CANT_MARK,Future date can't be marked,भविष्यातील तारीख चिन्हांकित केली जाऊ शकत नाही,भविष्य की तारीख कोई चिह्नित नहीं की जा सकती,ଭବିଷ୍ୟତ ତାରିଖକୁ ଚିହ୍ନିତ କରାଯାଇପାରିବ ନାହିଁ।,భవిష్యత్తు తేదీని మార్క్ చేయలేము,ಭವಿಷ್ಯದ ದಿನಾಂಕವನ್ನು ಗುರುತಿಸಲಾಗುವುದಿಲ್ಲ.,எதிர்கால தேதியைக் குறிக்க முடியாது.,ફ્યુચર ડેટ ચિહ્નિત કરી શકાતી નથી,مستقبل کی تاریخ کو نشان زد نہیں کیا جا سکتا
DASHBOARD,,PERCENT_ATTENDANCE,{{percent_students}}% Attendance,{{percent_students}}% उपस्थिती,{{percent_students}}% उपस्थिति,{{percent_students}}% ଉପସ୍ଥିତି,{{percent_students}}% హాజరు,{{percent_students}}% ಹಾಜರಾತಿ,{{percent_students}}% வருகை,{{percent_students}}% હાજરી,{{فیصد۔ طلباء}}%فیصد۔ حاضری
DASHBOARD,,PRESENT_STUDENTS,({{present_students}}/{{total_students}} present),({{present_students}}/{{total_students}} उपस्थित),({{present_students}}/{{total_students}} मौजूद हैं),({{present_students}}/{{total_students}} ଉପସ୍ଥିତ),{{present_students}}/{{total_students}} మంది హాజరు,({{present_students}}/{{total_students}} ಹಾಜರಿರುವವರು),({{present_students}}/{{total_students}} மாணவர்கள் வருகை),({{present_students}}/{{total_students}} હાજર),حاضر طلباء{کل طلباء{
DASHBOARD,,OVERVIEW,Overview,विहंगावलोकन,अवलोकन,ସମୀକ୍ଷା/ଅବଲୋକନ,స్థూలదృష్టి,ಅವಲೋಕನ,கண்ணோட்டம்,ઓવરવ્યૂ,جائزہ
DASHBOARD,,MORE_DETAILS,More Details,अधिक तपशील,अधिक विवरण,ଅଧିକ ତଥ୍ୟ,మరిన్ని వివరాలు,ಹೆಚ್ಚಿನ ವಿವರಗಳಿಗಾಗಿ,கூடுதல் தகவல்கள்,વધુ વિગતો,مزید تفصیلات
DASHBOARD,,MENU,Menu,मेनू,मेनू,ମେନ୍ୟୁ,మెనూ,ಮೆನು,மெனு,મેનુ,مینو
DASHBOARD,,EXTRA_CLASS,Extra class,अतिरिक्त वर्ग,अतिरिक्त क्लास,ଅତିରିକ୍ତ ଶ୍ରେଣୀ,అదనపు తరగతి,ಹೆಚ್ಚುವರಿ ತರಗತಿ,கூடுதல் வகுப்பு,વધારાનો વર્ગ,اضافی کلاس
DASHBOARD,,CENTER_ATTENDANCE,Center Attendance,केंद्र हजेरी,केंद्रीय उपस्थिति,ସେଣ୍ଟର/କେନ୍ଦ୍ର ଉପସ୍ଥିତି,సెంటర్ హాజరు,ಸೆಂಟರ್ ಹಾಜರಾತಿ,மைய வருகை,સેન્ટર હાજરી,مرکز حاضری
DASHBOARD,,MY_TIMETABLE,My Timetable,माझी वेळापत्रक,मेरा समय सारणी,ମୋର ସମୟ ସାରଣୀ,నా టైమ్‌టేబుల్,ನನ್ನ ವೇಳಾಪಟ್ಟಿ,எனது கால அட்டவணை,મારું સમયપત્રક,میرا نظام الاوقات
DASHBOARD,,MY_TEACHING_CENTERS,My Teaching Centers,माझी शिक्षण केंद्रे,मेरे शिक्षण केंद्र,ମୋର ଶିକ୍ଷଣୀୟ କେନ୍ଦ୍ର/ସେଣ୍ଟର,నా టీచింగ్ సెంటర్‌లు,ನನ್ನ ಬೋಧನಾ ಕೇಂದ್ರಗಳು,எனது கற்பித்தல் மையங்கள்,મારા ટીચિંગ વર્ગ,میرے تدریسی مراکز
DASHBOARD,,TEACHING_CENTERS,Teaching Centers,शिक्षण केंद्रे,शिक्षण केंद्र,ଶିକ୍ଷା କେନ୍ଦ୍ର,టీచింగ్ సెంటర్‌లు,ಬೋಧನಾ ಕೇಂದ್ರಗಳು,கற்பித்தல் மையங்கள்,ટીચિંગ સેન્ટર્સ,تدریسی مراکز
DASHBOARD,,UPCOMING_EXTRA_SESSION,Upcoming Extra Sessions,येणारी अतिरिक्त सत्रे,आगामी अतिरिक्त सत्र,ଆସନ୍ତାକାଲି ଅତିରିକ୍ତ ସେସନ୍,రాబోయే అదనపు సెషన్స్ (తరువాత {{days}} రోజులు),ಮುಂಬರುವ ಹೆಚ್ಚುವರಿ ಸೆಷನ್ ಗಳು ,வரவிருக்கும் கூடுதல் அமர்வுகள்,આગામી વધારાના સત્રો,آنے والے اضافی سیشنز
DASHBOARD,,BACK_TO_TOP,Back to Top,शीर्षस्थानी परत,वापस शीर्ष पर,ଉପରକୁ ଫେରନ୍ତୁ,పైకి తిరిగి వెళ్లండి,ಮೇಲಕ್ಕೆ ಹಿಂತಿರುಗಿ,மேலே திரும்பு,બેક ટુ ટોપ,واپس اوپر
DASHBOARD,,LAST_SEVEN_DAYS_RANGE,Last 7 Days {{date_range}},मागील 7 दिवस {{date_range}},पिछले 7 दिन {{date_range}},ଗତ 7 ଦିନ {{date_range}},గత 7 రోజులు {{date_range}},ಕಳೆದ 7 ದಿನಗಳು {{date_range}},கடந்த 7 நாட்கள் {{date_range}},છેલ્લા 7 દિવસ {{date_range}},آخری 7 دن {تاریخ کی حدود}}
DASHBOARD,,AS_OF_TODAY_DATE,"As of Today, {{day_date}}","आजच्या तारखेपर्यंत, {{day_date}}","आज तक, {{day_date}}",ଆଜି ଅନୁସାରେ {{day_date}},"నేటి వరకు, {{day_date}}","ಇಂದಿನಿಂದ, {{ದಿನ_ದಿನಾಂಕ}}",இன்றைய நிலவரப்படி{{day_date}},"આજથી, {{day_date}}",آج سے، {{دن ۔ تاریخ}}
DASHBOARD,,LEARNER,Learners,शिकणारे,शिक्षार्थियों,ଶିକ୍ଷାର୍ଥୀ,లెర్నర్‌లు,ಕಲಿಯುವವರು,மாணவர்கள்,લ્ર્નર્સ,طلباء
DASHBOARD,,ATTENDANCE_COMPARISON,Attendance Comparison,हजेरी तुलना,उपस्थिति तुलना,ଉପସ୍ଥିତି ତୁଳନା,హాజరు పోలిక,ಹಾಜರಾತಿ ಹೋಲಿಕೆ,வருகை ஒப்பீடு,હાજરીની સરખામણી,حاضری کا موازنہ
DASHBOARD,,CENTER_TYPE,Center Type,केंद्र प्रकार,केंद्र प्रकार,କେନ୍ଦ୍ର ପ୍ରକାର,సెంటర్ రకం,ಸೆಂಟರ್ ಟೈಪ್,மைய வகை,સેન્ટર પ્રકાર,مرکز کی قسم
DASHBOARD,,REMOTE_AVERAGE_ATTENDANCE,Remote Average Attendance,दूरस्थ सरासरी उपस्थिती,दूरस्थ ( दूरसंचार)  औसत उपस्थिति,ରିମୋଟ ହାରାହାରି ଉପସ୍ଥାନ |,రిమోట్ సగటు హాజరు,ರಿಮೋಟ್ ಸರಾಸರಿ ಹಾಜರಾತಿ,ரிமோட் சராசரி வருகை,રીમોટ સરેરાશ હાજરી,رموٹ اوسط حاضری
DASHBOARD,,REGULAR_AVERAGE_ATTENDANCE,Regular Average Attendance,नियमित सरासरी उपस्थिती,नियमित औसत उपस्थिति,ନିୟମିତ ହାରାହାରି ଉପସ୍ଥାନ |,రెగ్యులర్ సగటు హాజరు,ರೆಗ್ಯುಲರ್  ಸರಾಸರಿ ಹಾಜರಾತಿ,ரெகுலர் சராசரி வருகை,નિયમિત સરેરાશ હાજરી,باقاعدہ اوسط حاضری
DASHBOARD,,BLOCK,Block,ब्लॉक,ब्लॉक,ବ୍ଲକ,బ్లాక్,ಬ್ಲಾಕ್,வட்டம்,બ્લોક,بلاک
DASHBOARD,,ATTENDANCE,Attendance (%),उपस्थिती (%),उपस्थिति (%),ଉପସ୍ଥିତି,హాజరు,ಹಾಜರಾತಿ,வருகை,હાજરી,حاضری (%)
DASHBOARD,,VILLAGES_AND_YOUTH,Villages and Youth,गावे आणि युवक,गांव और युवा,ଗାଁଗୁଡିକ  ଓ ଯୁବକ,గ్రామాలు మరియు యువత,ಗ್ರಾಮಗಳು ಮತ್ತು ಯೂತ್ ,கிராமங்கள் மற்றும் இளைஞர்கள்,ગામો અને યુવાનો,دیہات اور نوجوان
DASHBOARD,,USERS_&_VILLAGES,"Mentors, Villages and Youths",वापरकर्ते आणि गावे,यूज़र्स और गांव,"ପରାମର୍ଶଦାତା, ଗ୍ରାମ ଓ ଯୁବବର୍ଗ",వినియోగదారులు & గ్రామాలు,ಯೂಸರ್  ಮತ್ತು ಗ್ರಾಮಗಳು,பயனர்கள் மற்றும் கிராமங்கள்,વપરાશકર્તાઓ અને ગામો,سرپرست، گاؤں اور نوجوان
DASHBOARD,,VILLAGES,Villages,गावे,गांव,ଗାଁ,గ్రామాలు,ಗ್ರಾಮಗಳು,கிராமங்கள்,ગામો,گاؤں
DASHBOARD,,YOUTH_VOLUNTEERS,Youth/Volunteers,युवक / स्वयंसेवक,युवा/स्वयंसेवक,ଯୁବକ/ସ୍ୱେଚ୍ଛାସେବୀ,యువత/వాలంటీర్లు,ಯುವಕರು/ಸ್ವಯಂಸೇವಕರು,இளைஞர்கள்/தன்னார்வலர்கள்,યુવા/સ્વયંસેવકો,نوجوان/رضاکار
DASHBOARD,,SEARCH_VILLAGES,Search Village,गाव शोधा,गांव खोजें,ଗାଁ ଖୋଜନ୍ତୁ,గ్రామాలను వెతకండి,ಗ್ರಾಮಗಳನ್ನು ಹುಡುಕಿ,கிராமங்களைத் தேடு,ગામો શોધો,گاؤں تلاش کریں۔
DASHBOARD,,SEARCH_YOUTH,Search youth,युवक शोधा,युवा खोजें,ଯୁବକମାନଙ୍କୁ ଖୋଜନ୍ତୁ,యువతను వెతకండి,ಯೂತ್ ಗಾಗಿ ಸರ್ಚ್ ,இளைஞரை தேடு,યુવાનો શોધો,نوجوانوں کو تلاش کریں
DASHBOARD,,SEARCH_MENTOR,Search mentor,मेंटॉर शोधा,मेंटोर खोजें,ପରାମର୍ଶଦାତା ଖୋଜନ୍ତୁ,గురువు కోసం వెతకండి,ಮೆಂಟರ್ ಗಾಗಿ ಸರ್ಚ್,வழிகாட்டியை தேடு,માર્ગદર્શક શોધો,سرپرست تلاش کریں۔
ATTENDANCE,,TOTAL_STUDENTS,Total: {{count}},शिकणाऱ्यांची एकूण संख्या: {{count}},कुल छात्रों की संख्या: {{count}},ମୋଟ ଶିକ୍ଷାର୍ଥୀ ସଂଖ୍ୟା: {{count}},మొత్తం: {{count}},ಒಟ್ಟು ಕಲಿಯುವವರ ಸಂಖ್ಯೆ: {{count}},மொத்த மாணவர்களின் எண்ணிக்கை: {{count}},શીખનારાઓની કુલ સંખ્યા: {{count}},کل طلباء
ATTENDANCE,,ACTIVE_STUDENTS,Active: {{count}},सक्रिय शिकणारे: {{,सक्रिय शिक्षार्थी: {{count}},ସକ୍ରିୟ ଶିକ୍ଷାର୍ଥୀ: {{count}},యాక్టివ్: {{count}},ಆಕ್ಟಿವ್ ಆಗಿ ಕಲಿಯುವವರು: {{count}},செயல்படும் மாணவர்கள்: {{எண்ணிக்கை}},સક્રિય શીખનારા: {{count}},فعال طلباء
ATTENDANCE,,DROPOUT_STUDENTS,Dropout: {{count}},ड्रॉपआउट शिकणारे: {{count}},छोड़े हुए छात्र: {{count}},ଡ୍ରପଆଉଟ ହୋଇଥିବା ବିଦ୍ୟାର୍ଥୀ : {{count}},డ్రాపౌట్: {{count}},ಶಾಲೆ ಬಿಡುವ ವಿದ್ಯಾರ್ಥಿಗಳು: {{count}},டிராப்-அவுட்: {{count}},ડ્રોપઆઉટ લર્નર્સ: {{count}},ڈراپ آؤٹ طلباء
ATTENDANCE,,PRESENT_STUDENTS,Present: {{count}},उपस्थित शिकणारे: {{count}},उपस्थित छात्र: {{count}},({{present_students}}/{{total_students}} ଉପସ୍ଥିତ),{{present_students}}/{{total_students}} మంది హాజరు,({{present_students}}/{{total_students}} ಹಾಜರಿರುವವರು),({{present_students}}/{{total_students}} மாணவர்கள் வருகை),({{present_students}}/{{total_students}} હાજર),حاضر طلباء
ATTENDANCE,,ABSENT_STUDENTS,Absent: {{count}},अनुपस्थित शिकणारे: {{count}},अनुपस्थित छात्र: {{count}},ଅନୁପସ୍ଥିତ ଛାତ୍ର: {{count}},గైర్హాజరు: '{{count}}',ಹಾಜರಿರದ ವಿದ್ಯಾರ್ಥಿಗಳು: {{count}},வராத மாணவர்கள்: {{count}},ગેરહાજર લર્નર {{count}},غیر حاضر طلباء
ATTENDANCE,,PRESENT,Present,उपस्थित,उपस्थित,ଉପସ୍ଥିତ,హాజరు,ಹಾಜರು ,வருகை புரிந்துள்ளார்.,હાજર,حاضر
ATTENDANCE,,ABSENT,Absent,अनुपस्थित,अनुपस्थित,ଅନୁପସ୍ଥିତ,గైరుహాజరు,ಗೈರುಹಾಜರಿ,வருகை புரியவில்லை.,ગેરહાજર,غیر حاضر
ATTENDANCE,,HALF_DAY,Half Day,अर्धा दिवस,आधा दिन,ଅଧାଦିନ,సగం రోజు,ಅರ್ಧ ದಿನ,அரை நாள்,અડધો દિવસ,آدھا دن
ATTENDANCE,,ON_LEAVE,On Leave,रजा,छुट्टी पर,ଛୁଟିରେ,సెలవులో ఉన్నారు,ರಜೆಯಲ್ಲಿದೆ,விடுப்பு,રજા પર,چھٹی پر
ATTENDANCE,,MARK_ALL,Mark All,सर्व चिन्हांकित करा,सभी को चिन्हित करें,ସମସ୍ତଙ୍କୁ ଚିହ୍ନିତ କର,అన్నింటినీ మార్క్ చేయండి,ಎಲ್ಲವನ್ನೂ ಗುರುತಿಸಿ,அனைத்தையும் குறி,બધા માર્ક,سبھی کو نشان زد کریں۔
ATTENDANCE,,CLEAR,Clear,स्वच्छ करा,साफ़ करें,ସଫା/କ୍ଲିଅର କର,క్లియర్ చేయండి,ತೆರವುಗೊಳಿಸಿ,அகற்று,સાફ કરો,صاف
ATTENDANCE,,ATTENDANCE_MARKED_SUCCESSFULLY,Attendance marked successfully,उपस्थिती यशस्वीरित्या चिन्हांकित केली,उपस्थिति सफलतापूर्वक चिह्नित की गई है,ଉପସ୍ଥିତି ସଫଳତା ପୂର୍ବକ ଚିହ୍ନିତ କରାଗଲା,హాజరు విజయవంతంగా మార్క్ చేయబడింది,ಹಾಜರಾತಿಯನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಗುರುತಿಸಲಾಗಿದೆ,வருகை வெற்றிகரமாகக் குறிக்கப்பட்டது,હાજરી સફળતાપૂર્વક ચિહ્નિત કરવામાં આવી,حاضری کو کامیابی سے نشان زد کیا گیا۔
ATTENDANCE,,ATTENDANCE_MODIFIED_SUCCESSFULLY,Attendance modified successfully,उपस्थिती यशस्वीरित्या संपादित केली,उपस्थिति सफलतापूर्वक संशोधित की गई,ଉପସ୍ଥିତି  ସଫଳତାର ସହିତ ସଂଶୋଧନ କରାଗଲା।,హాజరు విజయవంతంగా సవరించబడింది,ಹಾಜರಾತಿಯನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಮಾರ್ಪಡಿಸಲಾಗಿದೆ,வருகை வெற்றிகரமாகப் புதுப்பிக்கப்பட்டது,હાજરી સફળતાપૂર્વક સુધારાઈ,حاضری میں کامیابی کے ساتھ ترمیم کی گئی۔
ATTENDANCE,,ATTENDANCE_MARKED_UNSUCCESSFULLY,Attendance not marked,उपस्थिती चिन्हांकित केलेली नाही,उपस्थिति चिह्नित नहीं की गई,ଉପସ୍ଥିତି ଚିହ୍ନିତ ହୋଇନଥିବା,హాజరు మార్క్ చేయబడలేదు,ಹಾಜರಾತಿಯನ್ನು ಗುರುತಿಸಲಾಗಿಲ್ಲ,வருகை குறிக்கப்படவில்லை,હાજરી ચિહ્નિત નથી,حاضری کو نشان زد نہیں کیا گیا۔
ATTENDANCE,,MY_ATTENDANCE_HISTORY,My Attendance History,माझी उपस्थिती इतिहास,मेरी पूर्व उपस्थिति,ମୋ ଉପସ୍ଥିତି ଇତିହାସ,నా హాజరు చరిత్ర,ನನ್ನ ಹಾಜರಾತಿ ಇತಿಹಾಸ,எனது முந்தைய வருகைப் பதிவு,મારી હાજરી ની હિસ્ટરી,میری حاضری کی تاریخ
ATTENDANCE,,UPDATE_ATTENDANCE_ALERT,Are you sure you want to update this attendance?,तुम्हाला ही उपस्थिती अपडेट करायची आहे का?,क्या आप वाकई इस उपस्थिति को अद्यतन करना चाहते हैं?,ଆପଣ ନିଶ୍ଚିତ କି ଆପଣ ଏହି ଉପସ୍ଥିତିକୁ ଅପଡେଟ  କରିବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు ఈ హాజరును అప్‌డేట్ చేయాలనుకుంటున్నారా అని ఖచ్చితంగా తెలుసా?,ನೀವು ಈ ಹಾಜರಾತಿಯನ್ನು ನವೀಕರಿಸಲು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ?,இந்த வருகைப் பதிவை நிச்சயமாகப் புதுப்பிக்க விரும்புகிறீர்களா?,શું તમે ખરેખર આ હાજરી અપડેટ કરવા માંગો છો?,کیا آپ واقعی اس حاضری کو اپ ڈیٹ کرنا چاہتے ہیں؟
ATTENDANCE,,CLEAR_ATTENDANCE_ALERT,Are you sure you want to clear this attendance?,तुम्हाला ही उपस्थिती साफ करायची आहे का?,क्या आप वाकई यह उपस्थिति मिटाना चाहते हैं?,ଆପଣ ନିଶ୍ଚିତ କି ଆପଣ ଏହି ଉପସ୍ଥିତିକୁ clear କରିବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు ఈ హాజరును క్లియర్ చేయాలనుకుంటున్నారా అని ఖచ్చితంగా తెలుసా?,ಈ ಹಾಜರಾತಿಯನ್ನು ತೆರವುಗೊಳಿಸಲು ನೀವು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ?,இந்த வருகைப் பதிவை நிச்சயமாக அகற்ற விரும்புகிறீர்களா?,શું તમે ખરેખર આ હાજરી સાફ કરવા માંગો છો?,کیا آپ واقعی اس حاضری کو صاف کرنا چاہتے ہیں؟
ATTENDANCE,,YES,Yes,होय,हां,ହଁ,అవును,ಹೌದು,ஆம்,હા,جی ہاں
ATTENDANCE,,NO_GO_BACK,No Go Back,"नाही, मागे जा",नहीं वापस जाएं,"ନାହିଁ, ପଛକୁ ଯାଆନ୍ତୁ","వద్దు, వెనుకకు వెళ్ళు","ಇಲ್ಲ, ಹಿಂತಿರುಗಿ","இல்லை, பின் செல்.","ના, પાછા જાઓ",نہیں واپس جاؤ
ATTENDANCE,,DAY_WISE_ATTENDANCE,Day-Wise Attendance,दिवसानुसार उपस्थिती,दिनविशेष उपस्थिति,ଦିନ-ଅନୁସାରେ ଉପସ୍ଥିତି,రోజువారీ హాజరు,ದಿನನಿತ್ಯದ ಹಾಜರಾತಿ,நாள் வாரியான வருகை,દિવસ મુજબની હાજરી,دن کے حساب سے حاضری
ATTENDANCE,,ATTENDANCE_OVERVIEW,Attendance Overview,उपस्थितीचा आढावा,उपस्थिति अवलोकन,ଉପସ୍ଥିତି ସମୀକ୍ଷା /ଅବଲୋକନ କର,హాజరు స్థూల వీక్షణ,ಹಾಜರಾತಿ ಅವಲೋಕನ,வருகைப் பதிவு கண்ணோட்டம்,હાજરી નો ઓવરવ્યૂ,حاضری کا جائزہ
ATTENDANCE,,CENTER_ATTENDANCE,Center Attendance,केंद्राची उपस्थिती,केंद्र उपस्थिति,ସେଣ୍ଟର/କେନ୍ଦ୍ର ଉପସ୍ଥିତି,సెంటర్ హాజరు,ಸೆಂಟರ್ ಹಾಜರಾತಿ,மைய வருகை,સેન્ટર હાજરી,مرکز حاضری
ATTENDANCE,,LOW_ATTENDANCE_STUDENTS,Low Attendance Learners,कमी उपस्थिती असलेले शिकणारे,कम उपस्थिति वाले छात्र,କମ ଉପସ୍ଥିତ ଥିବା ଛାତ୍ର,తక్కువ హాజరు ఉన్న అభ్యాసకులు,ಕಡಿಮೆ ಹಾಜರಾತಿ ಕಲಿಯುವವರು,குறைந்த வருகைப் பதிவு மாணவர்கள்,લો અટેન્ડન્સ લર્નર્સ,کم حاضری سیکھنے والے
ATTENDANCE,,NO_CENTERS_ASSIGNED,No Centers Assigned,कोणतीही केंद्रे नियुक्त केलेली नाहीत,कोई केंद्र असाइन नहीं किया गया,କିଛି କେନ୍ଦ୍ର ନ୍ୟସ୍ତ ହୋଇନାହିଁ |,కేంద్రాలు ఏవీ కేటాయించబడలేదు,ಯಾವುದೇ ಕೇಂದ್ರಗಳನ್ನು ನಿಯೋಜಿಸಲಾಗಿಲ್ಲ,மையங்கள் எதுவும் ஒதுக்கப்படவில்லை,કોઈ સેન્ટર્સ સોંપેલ નથી,کوئی مراکز تفویض نہیں کیے گئے۔
ATTENDANCE,,NO_ATTENDANCE,0 %,0%,0 %,0%,Percentage,0 %,0 %,0 %,
ATTENDANCE,,UNKNOWN,Unknown,अज्ञात,अज्ञात,ଅଜ୍ଞାତ,Teliyani,ಅನೌನ  (Unknown),தெரியாது,અજ્ઞાત,نامعلوم
ATTENDANCE,,CENTER_NAME,Center Name,केंद्राचे नाव,केंद्र का नाम,କେନ୍ଦ୍ର ନାମ,కేంద్రం పేరు,ಕೇಂದ್ರದ ಹೆಸರು,மையப் பெயர்,સેન્ટર નું નામ,مرکز کا نام
ATTENDANCE,,ALL_CENTERS,All Centers,सर्व केंद्रे,सभी केंद्र,ସମସ୍ତ କେନ୍ଦ୍ର,అన్ని కేంద్రాలు,ಎಲ್ಲಾ ಕೇಂದ್ರಗಳು,அனைத்து மையங்கள்,બધા સેન્ટર્સ,تمام مراکز
ATTENDANCE,,NO_LEARNER_WITH_LOW_ATTENDANCE,None,कमी उपस्थिती असलेला कोणताही शिकणारा नाही,कम उपस्थिति वाले कोई शिक्षार्थी नहीं,କମ ଉପସ୍ଥିତି ଥିବା କୌଣସି ଶିକ୍ଷାର୍ଥୀ ନାହାନ୍ତି,ఏదీ లేదు,ಕಡಿಮೆ ಹಾಜರಾತಿ ಹೊಂದಿರುವ ಕಲಿಯುವವರಿಲ್ಲ,குறைந்த வருகையுடன் இருப்பவர் இல்லை,ઓછી હાજરી ધરાવનાર કોઈ લર્નર નથી ,کوئی نہیں
ATTENDANCE,,ATTENDANCE_MARKED_OUT_OF_DAYS,Attendance marked: {{count}} out of last 7 days,उपस्थिती चिन्हांकित केली: {{count}} मागील 7 दिवसांत,उपस्थिति चिह्नित: पिछले 7 दिनों में से {{count}} दिन,ଚିହ୍ନିତ ଉପସ୍ଥିତି: {{count}} ବିଗତ ସାତ ଦିନରୁ,హాజరు గుర్తించబడింది: గత 7 రోజుల్లో {{count}},ಹಾಜರಾತಿ: ಕಳೆದ 7 ದಿನಗಳಲ್ಲಿ {{count}} ಎಂದು ಗುರುತಿಸಲಾಗಿದೆ,வருகை குறிக்கப்பட்டது:கடந்த 7 நாட்களில் {{count}},હાજરી ચિહ્નિત: છેલ્લા 7 દિવસમાં {{count}},حاضری کو نشان زد کیا گیا: پچھلے 7 دنوں میں سے {{گنیں}}
